class_type,wristX,wristY,wristZ,thumb_CmcX,thumb_CmcY,thumb_CmcZ,thumb_McpX,thumb_McpY,thumb_McpZ,thumb_IpX,thumb_IpY,thumb_IpZ,thumb_TipX,thumb_TipY,thumb_TipZ,index_McpX,index_McpY,index_McpZ,index_PipX,index_PipY,index_PipZ,index_DipX,index_DipY,index_DipZ,index_TipX,index_TipY,index_TipZ,middle_McpX,middle_McpY,middle_McpZ,middle_PipX,middle_PipY,middle_PipZ,middle_DipX,middle_DipY,middle_DipZ,middle_TipX,middle_TipY,middle_TipZ,ring_McpX,ring_McpY,ring_McpZ,ring_PipX,ring_PipY,ring_PipZ,ring_DipX,ring_DipY,ring_DipZ,ring_TipX,ring_TipY,ring_TipZ,pinky_McpX,pinky_McpY,pinky_McpZ,pinky_PipX,pinky_PipY,pinky_PipZ,pinky_DipX,pinky_DipY,pinky_DipZ,pinky_TipX,pinky_TipY,pinky_TipZ
A,181.30377578735352,242.5487289428711,-1.7381214547640411e-06,121.76789212226868,206.77048015594482,-0.09923538565635681,88.81100463867188,153.42323112487793,-0.1486244797706604,98.97955513000488,103.66446375846863,-0.1857716590166092,126.28821754455566,70.77789914608002,-0.20256216824054718,153.24775981903076,112.4005515575409,-0.09496544301509857,166.31106114387512,79.88251173496246,-0.17194418609142303,153.33827590942383,131.47307920455933,-0.1883329153060913,150.84220242500305,140.92313194274902,-0.1943976879119873,199.3453803062439,127.36230754852295,-0.08097497373819351,207.53953981399536,96.27001297473907,-0.17351999878883362,183.3777952194214,152.8248062133789,-0.17954039573669434,182.28257155418396,151.8463258743286,-0.16948501765727997,239.74132823944092,143.84920358657837,-0.07995831966400146,248.11182355880737,115.94286394119263,-0.17336085438728333,218.0256209373474,166.55984020233154,-0.13344033062458038,217.78657341003418,165.34619092941284,-0.09058710932731628,276.0556173324585,162.50591564178467,-0.08696109056472778,280.2222080230713,141.55880069732666,-0.13669779896736145,255.05924892425537,174.8838391304016,-0.1048809364438057,252.09105014801025,179.2890100479126,-0.0735897570848465
A,233.46365869045258,252.2745739221573,-1.2163834526290884e-06,277.4020894765854,212.2143054008484,-0.15123671293258667,294.3277142047882,160.4736971259117,-0.24401108920574188,277.03641653060913,114.22730666399002,-0.3189946711063385,255.0896520614624,77.7272943854332,-0.3706285357475281,210.50876319408417,128.05307173728943,-0.17347483336925507,210.7861589193344,91.68398404121399,-0.28378579020500183,236.45298981666565,136.58590233325958,-0.3000180125236511,233.10972785949707,149.90720266103745,-0.2970874011516571,170.46500408649445,142.8183821439743,-0.13745343685150146,173.19861543178558,104.20842921733856,-0.25535959005355835,209.66203927993774,160.2552233338356,-0.2459864318370819,197.00403928756714,164.7662034034729,-0.22138473391532898,133.16201901435852,161.2143075466156,-0.11904330551624298,129.7245852947235,119.82501947879791,-0.22700488567352295,166.68271619081497,169.77102160453796,-0.17551884055137634,161.69070863723755,177.25333213806152,-0.12356753647327423,96.26289224624634,186.20162224769592,-0.11403030902147293,88.51981869339943,148.81562042236328,-0.16605232656002045,121.76944327354431,179.098781645298,-0.1310410350561142,128.76182579994202,187.6904754638672,-0.09700237959623337
A,155.38586568832397,245.17903184890747,-1.8693225456445361e-06,92.53534007072449,212.8864779472351,-0.10345294326543808,57.99776315689087,160.22983169555664,-0.15510202944278717,69.15147566795349,109.09282040596008,-0.19458074867725372,95.45097780227661,74.97460460662842,-0.21259823441505432,124.95195198059082,114.59096240997314,-0.09325331449508667,136.7698471546173,81.62514925003052,-0.17475908994674683,123.96009302139282,133.20812392234802,-0.19486740231513977,121.85949993133545,143.08747124671936,-0.20304423570632935,170.0496768951416,127.09622478485107,-0.07875141501426697,177.3265290260315,97.07342481613159,-0.17646367847919464,154.18824815750122,154.23266744613647,-0.1847999393939972,152.83235049247742,153.72529697418213,-0.17571786046028137,210.29382133483887,141.73385953903198,-0.07848746329545975,218.79881525039673,113.26623892784119,-0.17676016688346863,189.66523027420044,165.04242181777954,-0.13663846254348755,188.1097707748413,165.1231026649475,-0.0929558128118515,247.83715200424194,159.10565614700317,-0.08680050820112228,252.53300142288208,136.5571858882904,-0.13941942155361176,226.67691898345947,171.3601803779602,-0.1076439693570137,221.56069993972778,176.60107374191284,-0.07577891647815704
A,112.41577684879303,264.62983095645905,1.7266274880967103e-06,192.1430252790451,255.83941304683685,-0.05807286500930786,241.54388976097107,207.6455774307251,-0.08753902465105057,273.1008001565933,150.22444421052933,-0.10927137732505798,303.9159429073334,107.11196058988571,-0.131251722574234,205.15014338493347,143.79541939496994,0.005797076039016247,248.67957246303558,102.26468503475189,0.01183281559497118,276.7438360452652,88.68798965215683,0.00580323301255703,293.67646193504333,82.96151861548424,0.0028179995715618134,165.75247484445572,129.74313706159592,0.035187624394893646,213.13581466674805,91.2622954249382,0.06767145544290543,241.81210827827454,75.24001297354698,0.06671649217605591,264.2162780761719,63.70880824327469,0.05756015703082085,135.52461224794388,130.15777146816254,0.059097062796354294,185.82297277450562,99.08497500419617,0.09567680209875107,213.28973293304443,88.71357628703117,0.10151393711566925,233.30653023719788,84.14511820673943,0.09379471093416214,113.4962329864502,139.1050106883049,0.07673854380846024,156.09124612808228,115.28040981292725,0.106441430747509,183.15647542476654,110.17409163713455,0.12352008372545242,200.6335985660553,111.93118476867676,0.13169999420642853
A,122.47386372089386,286.2645742893219,1.5849436749704182e-06,203.31236696243286,281.49473464488983,-0.047622162848711014,254.87909960746765,235.86764478683472,-0.0688004419207573,290.195054769516,180.84343481063843,-0.08308351784944534,323.23395931720734,139.8092863559723,-0.09766186773777008,225.38970303535461,172.96667158603668,0.02766697108745575,269.19696736335754,130.32342672348022,0.050452250987291336,296.77867007255554,113.80900794267654,0.054039906710386276,312.5288327932358,104.09457206726074,0.05609448626637459,186.3920623064041,156.18542927503586,0.058868519961833954,233.99690353870392,116.10518825054169,0.1054777055978775,262.5900237560272,97.6935963332653,0.10907438397407532,284.9593024253845,83.997304469347,0.10255356878042221,156.3459323644638,153.53931230306625,0.08601564168930054,205.82260382175446,120.80235683917999,0.13796231150627136,234.66142141819,106.25228291749954,0.14895781874656677,255.40647900104523,97.80441182851791,0.14328044652938843,133.45538467168808,160.6000325679779,0.10744389146566391,175.13811564445496,134.64647126197815,0.1528683751821518,203.37712478637695,125.65662848949432,0.17642144858837128,222.03497672080994,123.867342710495,0.1873144507408142
A,106.00579261779785,278.8153004646301,1.9327746940689394e-06,190.85819959640503,274.45112109184265,-0.05283118039369583,242.49844074249268,227.63423800468445,-0.07677317410707474,278.1187975406647,176.62985503673553,-0.08866120874881744,311.09459042549133,136.87833964824677,-0.10135000944137573,215.00404953956604,164.60597813129425,0.0187945906072855,257.73394107818604,130.88884711265564,0.09451664984226227,283.8849067687988,128.63753974437714,0.14987148344516754,296.027694940567,133.71005654335022,0.18719108402729034,175.4266995191574,148.95479798316956,0.07207596302032471,221.391419172287,125.25536358356476,0.18587909638881683,245.5691146850586,129.36477839946747,0.24060317873954773,265.03892064094543,133.14521670341492,0.26306360960006714,143.2858109474182,149.1306734085083,0.12414821237325668,192.10185289382935,135.0260192155838,0.23817241191864014,215.60755252838135,145.08262813091278,0.2713180482387543,227.96374678611755,153.9706563949585,0.26906871795654297,119.02988314628601,154.44686770439148,0.16967856884002686,159.6250343322754,145.61932563781738,0.26056158542633057,183.23453783988953,155.9110277891159,0.29400375485420227,193.76538753509521,168.18111896514893,0.3044878840446472
A,185.8270741701126,232.88932180404663,-9.443702992939507e-07,225.43972218036652,201.76425790786743,-0.06603778153657913,253.85020339488983,156.53157210350037,-0.08924546837806702,241.03854978084564,122.57316994667053,-0.10407734662294388,222.369584441185,101.31592130661011,-0.1047520637512207,197.82366502285004,127.44715416431427,-0.060513079166412354,191.9045557975769,103.6723513007164,-0.12302733957767487,207.6174418926239,143.2982365489006,-0.14777161180973053,208.0802707672119,150.40263605117798,-0.1591537743806839,164.02536702156067,139.71389853954315,-0.04968678206205368,162.0453324317932,119.0735929608345,-0.11461592465639114,185.1079695224762,160.8959819674492,-0.12437288463115692,183.41174083948135,160.46328085660934,-0.12449523061513901,136.79024815559387,153.78333884477615,-0.048197414726018906,133.33650332689285,132.09485989809036,-0.11128128319978714,156.13815569877625,169.46803057193756,-0.08636702597141266,154.50042706727982,170.03548818826675,-0.061560310423374176,108.31820666790009,171.01927828788757,-0.05215077847242355,107.54446876049042,155.3667307496071,-0.08471842110157013,128.48163956403732,177.1596486568451,-0.06169852241873741,130.02370661497116,181.75530689954758,-0.04076201841235161
A,174.22069597244263,251.37774753570557,-1.205002035931102e-06,119.71139872074127,223.85630464553833,-0.0008426408749073744,96.18235319852829,195.62385749816895,0.003619795199483633,102.5533447265625,165.11880540847778,-0.0071859038434922695,121.75011277198792,153.07273650169373,-0.01620660349726677,138.3109916448593,172.10329365730286,0.0751613900065422,134.47939932346344,147.0000261068344,0.04466818645596504,128.80203819274902,170.44608759880066,0.01642952300608158,130.32869458198547,186.7486423254013,0.002526714466512203,165.95704066753387,173.30571508407593,0.056673984974622726,160.48964595794678,144.9289926290512,0.014705026522278786,153.7537339925766,174.66375541687012,-0.014129082672297955,156.42052030563354,194.0715537071228,-0.020311471074819565,193.18117952346802,174.8680558204651,0.029600121080875397,186.18300032615662,146.61829841136932,-0.012291418388485909,176.97191751003265,177.31029438972473,-0.013726397417485714,178.80870163440704,197.794011592865,0.0011891108006238937,222.7559871673584,181.14008283615112,0.0011966064339503646,216.255793094635,148.05575549602509,-0.010879628360271454,203.4350986480713,164.7639161348343,0.008731476031243801,202.4036521911621,183.6961852312088,0.03043779917061329
A,272.90528297424316,275.85753095149994,-8.897093835003034e-07,211.111447930336,264.47318041324615,-0.021949056535959244,172.8919941186905,235.88941991329193,-0.039382804185152054,162.16086268424988,198.36416935920715,-0.06457087397575378,171.35660248994827,176.04439276456833,-0.08243895322084427,181.38657474517822,206.27509009838104,0.011867250315845013,191.37332010269165,168.9002286195755,-0.042824916541576385,197.13698995113373,197.30939662456512,-0.07355233281850815,193.35406148433685,211.9779212474823,-0.09074942022562027,208.52411830425262,204.6130005121231,-0.005551883950829506,216.41992044448853,168.94226014614105,-0.06427879631519318,217.43732929229736,207.9800992012024,-0.07486424595117569,216.45851385593414,218.50323605537415,-0.07194294035434723,233.87661981582642,206.43763780593872,-0.03374338150024414,243.20037817955017,172.08171463012695,-0.08724386245012283,238.30258965492249,211.65847253799438,-0.07579253613948822,235.05168104171753,224.22195994853973,-0.05616907775402069,259.42935168743134,210.6831407546997,-0.06612124294042587,264.032532453537,184.12478297948837,-0.08576899766921997,255.26634073257446,211.616304397583,-0.07094501703977585,249.05141258239746,224.07248163223267,-0.05586008355021477
A,158.28168332576752,287.6958578824997,-5.784067411696014e-07,205.8010733127594,262.7091908454895,-0.03740585595369339,239.6092700958252,223.26646506786346,-0.05461816489696503,236.29550993442535,183.8576316833496,-0.06685924530029297,218.05440545082092,159.65232610702515,-0.06911753118038177,201.5106636285782,186.43842816352844,-0.05690872296690941,202.2692906856537,163.25454354286194,-0.1018134132027626,203.17473828792572,201.02968454360962,-0.11986669898033142,201.1813634634018,204.84701871871948,-0.1320626139640808,165.6136679649353,191.70109391212463,-0.05796622112393379,170.7316866517067,174.27520841360092,-0.09801100939512253,179.08326745033264,217.8790158033371,-0.10250288993120193,178.81333708763123,214.16956543922424,-0.1098853126168251,136.91751569509506,203.7062305212021,-0.0628882423043251,141.7138123512268,187.5176265835762,-0.10321306437253952,152.84181475639343,223.93887341022491,-0.07947146147489548,152.2126203775406,222.69884884357452,-0.0651094913482666,111.23482257127762,214.953693151474,-0.07094449549913406,114.28740441799164,208.9708024263382,-0.0940951481461525,125.90971738100052,230.01193463802338,-0.07633999735116959,124.55478876829147,229.68765556812286,-0.06573828309774399
A,221.1958545446396,240.3319799900055,-1.3332584103409317e-06,179.5623654127121,207.9277342557907,-0.06501621007919312,158.66612434387207,166.3368159532547,-0.09736735373735428,168.58242720365524,130.2923732995987,-0.12304404377937317,190.23213773965836,107.28797197341919,-0.13395261764526367,215.9888458251953,133.22129279375076,-0.0526721253991127,218.44527065753937,113.46643626689911,-0.10559413582086563,206.43416285514832,151.6214096546173,-0.12123563140630722,207.14462161064148,156.72956705093384,-0.1290995180606842,248.3441424369812,145.08033573627472,-0.04443581402301788,247.5149154663086,125.5114883184433,-0.10707192867994308,229.6039354801178,167.0399922132492,-0.11002866923809052,232.9829889535904,166.15516901016235,-0.10210023820400238,277.5034987926483,159.5615291595459,-0.046225640922784805,277.6074820756912,138.64790052175522,-0.10821661353111267,255.62673568725586,176.04104667901993,-0.07824679464101791,260.0884371995926,176.23402059078217,-0.04704268276691437,303.97786259651184,176.60932570695877,-0.05394032597541809,302.8012752532959,158.17547231912613,-0.08271979540586472,282.20847964286804,182.31480658054352,-0.057122647762298584,283.6577695608139,186.81135654449463,-0.033049702644348145
A,276.30690264701843,280.4577741622925,-9.140526913142821e-07,212.9164137840271,260.96060585975647,-0.028263181447982788,177.5194720029831,230.20827734470367,-0.04674656316637993,175.46986627578735,190.09301805496216,-0.07154324650764465,192.9755823612213,166.9109491109848,-0.08910928666591644,195.4305734038353,195.9783353805542,0.009549655951559544,208.06055974960327,163.10340374708176,-0.04388074576854706,207.95570611953735,193.721286714077,-0.07205931842327118,203.94881665706635,206.1272610425949,-0.08722100406885147,228.31111192703247,198.57311528921127,-0.0037947704549878836,237.738929271698,168.44402611255646,-0.06402938067913055,230.9840887784958,208.07306742668152,-0.07555140554904938,229.5098601579666,217.04780495166779,-0.07229325920343399,257.8333990573883,204.64625144004822,-0.028204290196299553,268.0468518733978,177.35146898031235,-0.08426719903945923,255.2167067527771,216.19107699394226,-0.07379531860351562,250.27329897880554,226.39911460876465,-0.05338869243860245,286.1255489587784,212.82401990890503,-0.05688711628317833,289.45740723609924,194.21719694137573,-0.07914003729820251,275.57913315296173,219.46166682243347,-0.06471491605043411,267.6420775651932,228.01979327201843,-0.04870336130261421
A,182.91085696220398,224.59404230117798,-7.976766482897801e-07,223.21443128585815,194.00137948989868,-0.07091609388589859,253.30799388885498,152.86321830749512,-0.09740611165761948,240.8201379776001,118.72435283660889,-0.11432342976331711,222.02047872543335,97.27841222286224,-0.11710981279611588,195.4779553413391,117.07979416847229,-0.06017325446009636,193.90079307556152,95.70407128334045,-0.12132841348648071,205.4374589920044,133.7659821510315,-0.14603249728679657,204.21766471862793,138.36076021194458,-0.1576215773820877,161.96210646629333,127.0251853466034,-0.04848722368478775,161.96466493606567,109.20614433288574,-0.11247427016496658,181.6320309638977,151.1924557685852,-0.12426000833511353,179.66067743301392,149.09091234207153,-0.12665842473506927,134.5417125225067,140.19615268707275,-0.046382248401641846,133.21877336502075,120.0264503955841,-0.11130881309509277,152.98340797424316,158.7416706085205,-0.08866242319345474,151.2553310394287,158.206307888031,-0.06498303264379501,105.50985646247864,156.94911789894104,-0.04982621595263481,104.45732069015503,141.27714705467224,-0.08245118707418442,124.46359634399414,163.81893634796143,-0.058684900403022766,126.82063627243042,168.60836839675903,-0.03721053898334503
