class_type,pergelangan_X,pergelangan_Y,pergelangan_Z,ibujari_CmcX,ibujari_CmcY,ibujari_CmcZ,ibujari_McpX,ibujari_McpY,ibujari_McpZ,ibujari_IpX,ibujari_IpY,ibujari_IpZ,ibujari_TipX,ibujari_TipY,ibujari_TipZ,telunjuk_McpX,telunjuk_McpY,telunjuk_McpZ,telunjuk_PipX,telunjuk_PipY,telunjuk_PipZ,telunjuk_DipX,telunjuk_DipY,telunjuk_DipZ,telunjuk_TipX,telunjuk_TipY,telunjuk_TipZ,tengah_McpX,tengah_McpY,tengah_McpZ,tengah_PipX,tengah_PipY,tengah_PipZ,tengah_DipX,tengah_DipY,tengah_DipZ,tengah_TipX,tengah_TipY,tengah_TipZ,manis_McpX,manis_McpY,manis_McpZ,manis_PipX,manis_PipY,manis_PipZ,manis_DipX,manis_DipY,manis_DipZ,manis_TipX,manis_TipY,manis_TipZ,kelingking_McpX,kelingking_McpY,kelingking_McpZ,kelingking_PipX,kelingking_PipY,kelingking_PipZ,kelingking_DipX,kelingking_DipY,kelingking_DipZ,kelingking_TipX,kelingking_TipY,kelingking_TipZ
V,672.6991953849792,651.0133495926857,2.019244675466325e-06,572.9250183105469,654.5295333266258,-0.07453591376543045,459.16455030441284,643.5514116287231,-0.12839804589748383,447.55089926719666,647.5701252222061,-0.17869634926319122,535.7135074138641,621.6407233476639,-0.22527192533016205,457.8648569583893,433.63410383462906,-0.1312040537595749,394.49793791770935,294.7211790382862,-0.19209672510623932,364.71960854530334,211.5438185930252,-0.2223294973373413,346.3489029407501,129.45596769452095,-0.24616055190563202,550.1584210395813,397.23404186964035,-0.13793860375881195,548.4604861736298,313.31152990460396,-0.2068084478378296,551.6344842910767,238.8905133008957,-0.23359443247318268,543.1013395786285,148.91435703635216,-0.2474382072687149,637.8591055870056,411.71134039759636,-0.14876163005828857,609.6272249221802,517.004946410656,-0.2039075344800949,575.6410031318665,587.362889111042,-0.20325182378292084,549.565527677536,594.8194885849953,-0.19346262514591217,702.0525712966919,460.9758667945862,-0.16942137479782104,662.2186181545258,576.9784075021744,-0.20649471879005432,623.5085978507996,622.7624163627625,-0.20695172250270844,596.8382484912872,622.819970369339,-0.2015516608953476
V,635.734637439251,982.7369201183319,8.587173851992702e-07,577.0672348737717,926.5412472486496,-0.0785033255815506,577.9355256557465,839.1407129764557,-0.10412366688251495,667.9383010268211,786.0130951404572,-0.12055998295545578,744.8376274108887,745.4149696826935,-0.13031257688999176,564.3693006634712,691.3082523345947,-0.039388179779052734,545.8645514845848,574.5551011562347,-0.07201040536165237,539.9885993599892,501.3128611445427,-0.0940336138010025,530.5285565257072,441.08770352602005,-0.10646840184926987,639.7056908011436,696.4499062299728,-0.02616318129003048,664.9260522723198,568.854310631752,-0.057252347469329834,683.9458315372467,491.82806754112244,-0.07398245483636856,694.470278441906,424.7861914038658,-0.07721007615327835,698.7657051086426,737.495302438736,-0.024909334257245064,741.1021025776863,703.685720205307,-0.08385036885738373,719.4117161035538,772.1681988239288,-0.09649138152599335,697.9365085959435,804.8678607940674,-0.08378010243177414,743.9358914494514,793.5550785064697,-0.029677119106054306,784.4659282565117,758.7791832685471,-0.0767291858792305,760.9343236684799,801.249150633812,-0.07837596535682678,734.4618542790413,821.8268821239471,-0.0661778599023819
V,948.5338926315308,2183.7489008903503,1.0962609167108894e-06,1153.5259187221527,2113.0489110946655,-0.09526843577623367,1280.1180481910706,1872.0581531524658,-0.12494400143623352,1237.6776337623596,1546.0124015808105,-0.14167967438697815,1104.4761836528778,1322.3075866699219,-0.15224798023700714,1535.1237058639526,1513.100802898407,-0.05176033079624176,1820.4969763755798,1241.0819828510284,-0.07414891570806503,2001.002848148346,1082.5649499893188,-0.09076311439275742,2140.7541632652283,965.7577872276306,-0.10384567826986313,1328.2900750637054,1402.9333591461182,-0.023692311719059944,1388.6370956897736,1043.797641992569,-0.04524124041199684,1387.874722480774,824.0147531032562,-0.06759072095155716,1410.0000858306885,632.4103474617004,-0.08280455321073532,1134.794443845749,1402.0859599113464,-0.006405077408999205,1149.0199863910675,1122.9230761528015,-0.05368265509605408,1128.278911113739,1266.7596638202667,-0.08056624233722687,1113.260954618454,1410.2565050125122,-0.08577001839876175,962.4305963516235,1472.997397184372,0.0035512910690158606,942.0619010925293,1223.92076253891,-0.0444195531308651,945.8641111850739,1287.5147759914398,-0.06362470239400864,958.9247703552246,1422.0264852046967,-0.06736380606889725
V,1879.311203956604,2378.360867500305,8.751478048907302e-07,1674.0873456001282,2205.7371139526367,-0.07330069690942764,1633.1210732460022,1893.216848373413,-0.0922342985868454,1768.1708335876465,1605.7344675064087,-0.10231295973062515,1922.606348991394,1417.0145988464355,-0.10525184124708176,1443.9979791641235,1502.2879242897034,-0.0255529023706913,1272.2856402397156,1162.6551747322083,-0.04230445995926857,1154.4520854949951,955.1542103290558,-0.059325508773326874,1065.4020309448242,793.5336828231812,-0.07264972478151321,1683.6932301521301,1461.6031050682068,-0.0033305962570011616,1727.699875831604,1076.594978570938,-0.010811137035489082,1787.7148389816284,853.2607555389404,-0.025751186534762383,1836.0614776611328,680.2079379558563,-0.037302166223526,1878.9129853248596,1532.7916145324707,0.00839297752827406,1957.2293758392334,1248.7097382545471,-0.025322861969470978,1980.9458255767822,1336.1265063285828,-0.04938928037881851,1979.6592593193054,1465.4053151607513,-0.05552876368165016,2040.5091047286987,1644.4205045700073,0.014528559520840645,2122.1669912338257,1404.9431383609772,-0.02372979372739792,2115.408182144165,1418.1448817253113,-0.04193097725510597,2074.9016404151917,1508.1045627593994,-0.04671744257211685
V,1207.0614695549011,2001.05881690979,1.2054515536874533e-06,1374.9464750289917,1939.5736455917358,-0.0683203786611557,1391.0633325576782,1800.2625703811646,-0.10949849337339401,1246.4775145053864,1629.5703649520874,-0.14425820112228394,1087.8902077674866,1491.3727641105652,-0.17741428315639496,1517.4595713615417,1477.8482615947723,-0.09367939084768295,1734.5216274261475,1169.0661013126373,-0.14740924537181854,1868.2197332382202,982.761561870575,-0.17979957163333893,1972.959280014038,827.0715773105621,-0.19978055357933044,1311.0397160053253,1431.7511916160583,-0.08455123752355576,1279.28227186203,1087.332397699356,-0.14107246696949005,1210.4398012161255,870.1272010803223,-0.1721995770931244,1152.588129043579,691.4902478456497,-0.19031529128551483,1131.540298461914,1466.6155278682709,-0.07962936162948608,1017.6964402198792,1215.286910533905,-0.14363470673561096,1050.4890382289886,1363.8975620269775,-0.1526850163936615,1095.1537191867828,1503.8670301437378,-0.14379169046878815,984.8463535308838,1554.8429489135742,-0.07894536852836609,853.9125323295593,1387.2449398040771,-0.131063312292099,882.3941946029663,1468.1414365768433,-0.1346186250448227,950.9646892547607,1576.0754942893982,-0.12556977570056915
V,1286.2201631069183,1885.4706287384033,1.3981093616166618e-06,1426.8657267093658,1876.2125372886658,-0.06847377866506577,1445.849597454071,1801.551640033722,-0.11855961382389069,1342.764437198639,1709.7678780555725,-0.15992553532123566,1233.3976328372955,1607.990026473999,-0.20122404396533966,1555.0975799560547,1437.3095333576202,-0.12147484719753265,1745.220959186554,1169.9320077896118,-0.17841704189777374,1865.8713698387146,981.144368648529,-0.21371406316757202,1959.4016075134277,831.9611549377441,-0.23541565239429474,1350.0012159347534,1411.374807357788,-0.11347627639770508,1291.822761297226,1075.3946900367737,-0.1706293821334839,1233.6748838424683,854.4032871723175,-0.20445214211940765,1184.0347945690155,698.4569728374481,-0.22521540522575378,1174.5730340480804,1449.0799605846405,-0.10667586326599121,1028.6149978637695,1211.7716073989868,-0.16432584822177887,1053.1603395938873,1333.2991898059845,-0.17048929631710052,1106.4233779907227,1453.6453485488892,-0.16283486783504486,1031.814157962799,1530.1909446716309,-0.1036122515797615,865.8088445663452,1382.935792207718,-0.14953669905662537,893.9489722251892,1453.1357288360596,-0.1494448482990265,969.2873954772949,1543.3201789855957,-0.1392468512058258
V,1267.9081857204437,1909.9488258361816,1.299930318054976e-06,1396.6598510742188,1903.2467007637024,-0.08063019067049026,1396.3675796985626,1804.7881722450256,-0.13231037557125092,1267.3008441925049,1679.2638301849365,-0.17291033267974854,1095.8192646503448,1562.779426574707,-0.21347415447235107,1521.506667137146,1451.7728090286255,-0.13157059252262115,1736.3106608390808,1171.3659167289734,-0.19336090981960297,1875.6026029586792,985.8666658401489,-0.23225322365760803,1983.6612939834595,825.3820538520813,-0.2561846673488617,1328.20326089859,1414.8892164230347,-0.11660385876893997,1282.4353873729706,1082.6707184314728,-0.17900533974170685,1214.2067849636078,865.2092814445496,-0.21588723361492157,1149.5951414108276,697.9566067457199,-0.23908329010009766,1157.5633585453033,1447.8974640369415,-0.1040835976600647,1039.625108242035,1220.298707485199,-0.16816453635692596,1076.8763422966003,1370.9639310836792,-0.17807453870773315,1127.6696920394897,1504.0116906166077,-0.17187605798244476,1010.5021297931671,1525.4743695259094,-0.09601441025733948,867.6969408988953,1376.683384180069,-0.1456005722284317,900.1691937446594,1460.434377193451,-0.1477191150188446,969.072550535202,1567.3431158065796,-0.13926559686660767
V,1202.2138237953186,2038.1868481636047,1.1785590459112427e-06,1364.4354343414307,1991.8493628501892,-0.08297647535800934,1383.382648229599,1815.024197101593,-0.12603051960468292,1237.549066543579,1617.586076259613,-0.15882526338100433,1076.0623812675476,1458.326518535614,-0.1905626654624939,1509.5921158790588,1481.1826050281525,-0.10216126590967178,1734.567403793335,1172.384262084961,-0.15322628617286682,1866.3969039916992,982.5629889965057,-0.18421576917171478,1969.1773653030396,827.5181651115417,-0.20343996584415436,1306.0774505138397,1438.404768705368,-0.08580081909894943,1276.8824100494385,1084.9510431289673,-0.13978861272335052,1208.630383014679,865.5563592910767,-0.17509084939956665,1151.3382196426392,687.6789182424545,-0.19592323899269104,1130.4722428321838,1476.7141342163086,-0.07449779659509659,1040.6852066516876,1233.4644198417664,-0.14079630374908447,1074.1979777812958,1377.266138792038,-0.15979640185832977,1117.3433661460876,1516.0499811172485,-0.1566399484872818,988.1881177425385,1567.4588084220886,-0.06780339032411575,859.6387803554535,1367.4331605434418,-0.1214931309223175,893.0649161338806,1435.0060522556305,-0.13013893365859985,962.1049761772156,1549.1196513175964,-0.12466242909431458
V,1242.1998381614685,2455.976128578186,8.733525191928493e-07,1424.6105253696442,2256.10488653183,-0.09461089968681335,1441.1525130271912,1925.763487815857,-0.1125519797205925,1278.6161005496979,1625.4422664642334,-0.11776312440633774,1066.6685700416565,1451.5216648578644,-0.11560765653848648,1545.5859303474426,1502.9901266098022,-0.02591243013739586,1698.5299587249756,1135.764241218567,-0.0354134775698185,1806.6837787628174,925.4052042961121,-0.04729776829481125,1891.5050625801086,763.0573511123657,-0.05887739360332489,1310.7285797595978,1473.957359790802,0.005947709549218416,1217.9415822029114,1115.4356002807617,-0.004831869155168533,1153.682380914688,903.1119346618652,-0.02555765025317669,1108.1384718418121,734.3744784593582,-0.041891880333423615,1122.3438084125519,1558.6640238761902,0.024964742362499237,1032.6954424381256,1285.2347195148468,-0.018244469538331032,1082.4860036373138,1425.2038300037384,-0.05462423712015152,1120.8304166793823,1576.8778324127197,-0.06732557713985443,982.9557538032532,1685.5448484420776,0.0367463119328022,890.9821808338165,1435.6421828269958,-0.011626833118498325,924.6522188186646,1498.9215731620789,-0.04071584343910217,984.2475056648254,1617.9501414299011,-0.05324714258313179
V,1121.7272579669952,2403.2660722732544,8.967771236711997e-07,1335.6367349624634,2234.7525358200073,-0.08938534557819366,1397.8312611579895,1933.1570863723755,-0.1101478561758995,1266.7092382907867,1614.176094532013,-0.1200537383556366,1069.9589252471924,1432.8920245170593,-0.12343192100524902,1544.952392578125,1512.5110745429993,-0.028531895950436592,1750.581979751587,1169.5761680603027,-0.04080721735954285,1886.979103088379,979.1062474250793,-0.05543418228626251,1986.7199063301086,826.9849419593811,-0.06954557448625565,1314.7440254688263,1448.736548423767,-0.0010734781390056014,1273.6682295799255,1087.3755812644958,-0.015032329596579075,1237.6062870025635,876.0706186294556,-0.039644524455070496,1211.6499245166779,691.5330290794373,-0.059381190687417984,1120.4769015312195,1508.9383721351624,0.015109021216630936,1062.3179376125336,1230.5008471012115,-0.027108298614621162,1090.9934341907501,1362.3839914798737,-0.06270940601825714,1107.5081527233124,1511.8022561073303,-0.07603561878204346,962.944507598877,1627.5944709777832,0.02445044554769993,883.862167596817,1363.1289303302765,-0.020329587161540985,910.717785358429,1413.803905248642,-0.045818790793418884,963.2279276847839,1543.0603623390198,-0.0565652921795845
V,1162.300944328308,2076.884686946869,1.2016295158900903e-06,1333.0743312835693,2011.5757584571838,-0.07820042967796326,1378.432810306549,1825.7072567939758,-0.11709649860858917,1235.6744706630707,1615.3568029403687,-0.14764989912509918,1078.35853099823,1454.3966352939606,-0.1762411743402481,1514.5062804222107,1488.9431297779083,-0.08265602588653564,1738.9522790908813,1170.4705953598022,-0.1290510594844818,1869.789719581604,978.7520170211792,-0.15822453796863556,1976.4293432235718,825.4969418048859,-0.17702800035476685,1305.1852583885193,1438.9269948005676,-0.0688416138291359,1276.9390940666199,1088.0719721317291,-0.11851674318313599,1210.9805345535278,862.9598021507263,-0.15278497338294983,1160.0914299488068,687.9755258560181,-0.17378154397010803,1121.0956871509552,1486.0348105430603,-0.06085243076086044,1033.8234901428223,1226.1878550052643,-0.1256091296672821,1074.4686126708984,1341.5860533714294,-0.1466808319091797,1117.9421246051788,1477.9515266418457,-0.14595641195774078,971.057653427124,1591.393768787384,-0.05743419751524925,859.113335609436,1393.326759338379,-0.11451578140258789,895.5304026603699,1446.034848690033,-0.12692265212535858,963.2879197597504,1551.7126321792603,-0.12397341430187225
V,1879.311203956604,2378.360867500305,8.751478048907302e-07,1674.0873456001282,2205.7371139526367,-0.07330069690942764,1633.1210732460022,1893.216848373413,-0.0922342985868454,1768.1708335876465,1605.7344675064087,-0.10231295973062515,1922.606348991394,1417.0145988464355,-0.10525184124708176,1443.9979791641235,1502.2879242897034,-0.0255529023706913,1272.2856402397156,1162.6551747322083,-0.04230445995926857,1154.4520854949951,955.1542103290558,-0.059325508773326874,1065.4020309448242,793.5336828231812,-0.07264972478151321,1683.6932301521301,1461.6031050682068,-0.0033305962570011616,1727.699875831604,1076.594978570938,-0.010811137035489082,1787.7148389816284,853.2607555389404,-0.025751186534762383,1836.0614776611328,680.2079379558563,-0.037302166223526,1878.9129853248596,1532.7916145324707,0.00839297752827406,1957.2293758392334,1248.7097382545471,-0.025322861969470978,1980.9458255767822,1336.1265063285828,-0.04938928037881851,1979.6592593193054,1465.4053151607513,-0.05552876368165016,2040.5091047286987,1644.4205045700073,0.014528559520840645,2122.1669912338257,1404.9431383609772,-0.02372979372739792,2115.408182144165,1418.1448817253113,-0.04193097725510597,2074.9016404151917,1508.1045627593994,-0.04671744257211685
