class_type,wristX,wristY,wristZ,thumb_CmcX,thumb_CmcY,thumb_CmcZ,thumb_McpX,thumb_McpY,thumb_McpZ,thumb_IpX,thumb_IpY,thumb_IpZ,thumb_TipX,thumb_TipY,thumb_TipZ,index_McpX,index_McpY,index_McpZ,index_PipX,index_PipY,index_PipZ,index_DipX,index_DipY,index_DipZ,index_TipX,index_TipY,index_TipZ,middle_McpX,middle_McpY,middle_McpZ,middle_PipX,middle_PipY,middle_PipZ,middle_DipX,middle_DipY,middle_DipZ,middle_TipX,middle_TipY,middle_TipZ,ring_McpX,ring_McpY,ring_McpZ,ring_PipX,ring_PipY,ring_PipZ,ring_DipX,ring_DipY,ring_DipZ,ring_TipX,ring_TipY,ring_TipZ,pinky_McpX,pinky_McpY,pinky_McpZ,pinky_PipX,pinky_PipY,pinky_PipZ,pinky_DipX,pinky_DipY,pinky_DipZ,pinky_TipX,pinky_TipY,pinky_TipZ
W,577.0995765924454,1016.230374455452,8.723221185391594e-07,531.6736400127411,1014.001238822937,-0.05986207723617554,497.2773492336273,965.040721654892,-0.08998848497867584,542.5209403038025,933.5042767524719,-0.10769307613372803,602.7514636516571,915.40267765522,-0.12862595915794373,497.7136105298996,834.20862865448,-0.08519262820482254,473.061740398407,755.6386543512344,-0.11871911585330963,453.2511234283447,703.0549867153168,-0.1422046571969986,435.9522610902786,654.5848237276077,-0.16359375417232513,550.247311592102,812.215206027031,-0.08691024035215378,543.7468439340591,718.4168202877045,-0.11670251935720444,536.8438214063644,654.203163266182,-0.143870547413826,530.9002250432968,594.0123665332794,-0.16398724913597107,597.7897793054581,822.901221871376,-0.09275811165571213,616.0303205251694,745.3380360603333,-0.1466081589460373,620.949313044548,680.3374428749084,-0.1975417137145996,627.4474561214447,620.6807322502136,-0.23301467299461365,636.5310251712799,857.0974426269531,-0.10032057017087936,622.6861774921417,871.1827809810638,-0.17316290736198425,607.4880659580231,921.5870878696442,-0.20628924667835236,599.3596315383911,958.0010739564896,-0.22558540105819702
W,1497.553642988205,2372.9569416046143,5.207416506891605e-07,1355.1216931343079,2285.020462989807,-0.0371537022292614,1289.5415189266205,2118.9070682525635,-0.0444328598678112,1411.6090207099915,2007.2375164031982,-0.04663967713713646,1547.271169424057,1949.0113306045532,-0.048404864966869354,1333.2526144981384,1836.5042095184326,-0.01888108253479004,1281.2551109790802,1613.1191968917847,-0.03619755059480667,1265.6664197444916,1475.2929182052612,-0.05160674452781677,1253.0134048461914,1350.4656219482422,-0.0659383088350296,1463.372526884079,1814.776849746704,-0.029026536270976067,1445.1655297279358,1559.8963165283203,-0.053622689098119736,1441.3611152172089,1398.341417312622,-0.07570626586675644,1437.9767904281616,1264.3519887924194,-0.08916063606739044,1573.0071923732758,1856.3955192565918,-0.04568171501159668,1632.4870834350586,1637.8033065795898,-0.08954348415136337,1660.1566936969757,1494.572364807129,-0.12247942388057709,1683.8610162734985,1363.0329990386963,-0.13992254436016083,1670.4364550113678,1959.0673818588257,-0.06404779106378555,1657.6862483024597,1797.5671434402466,-0.10376779735088348,1606.7607336044312,1864.4412508010864,-0.10625303536653519,1567.2946400642395,1958.2047853469849,-0.10434527695178986
W,1686.4903955459595,2137.959228515625,3.000905337557924e-07,1633.9156341552734,2100.9951782226562,-0.06508252024650574,1643.6503763198853,2015.6257781982422,-0.0835038274526596,1743.650629043579,1954.10302734375,-0.08849677443504333,1828.9342966079712,1907.042953491211,-0.09183567762374878,1608.2779846191406,1844.680160522461,-0.0468202643096447,1566.44544506073,1720.5075988769531,-0.06286605447530746,1540.011375427246,1636.535659790039,-0.07679523527622223,1517.7449712753296,1566.1842956542969,-0.08770181238651276,1685.7917680740356,1834.0815124511719,-0.028865717351436615,1686.1532583236694,1683.6166076660156,-0.03845236822962761,1690.936725616455,1587.3375091552734,-0.052357256412506104,1695.3778553009033,1502.603256225586,-0.06288744509220123,1749.1078634262085,1857.716812133789,-0.018173694610595703,1798.4204607009888,1735.023422241211,-0.04496624320745468,1818.3972997665405,1649.2295379638672,-0.07626037299633026,1830.3387813568115,1562.010726928711,-0.09697191417217255,1799.8235502243042,1907.7848052978516,-0.01149278599768877,1815.1792755126953,1860.2438049316406,-0.047091543674468994,1801.1925201416016,1907.4096221923828,-0.06476407498121262,1785.4259643554688,1956.7400207519531,-0.07440665364265442
W,564.6261423826218,1117.197138786316,1.0401414556326927e-06,512.6322358846664,1113.901898264885,-0.05968247726559639,463.91965448856354,1063.5035548210144,-0.0922173261642456,509.5788985490799,1026.2689987421036,-0.11197721213102341,572.8131383657455,1003.7872892618179,-0.13614797592163086,464.02689814567566,915.6613321304321,-0.09737510234117508,429.60798740386963,828.5311907529831,-0.12933292984962463,402.468279004097,770.4120151996613,-0.15267285704612732,376.9223392009735,718.1137182712555,-0.1754598170518875,521.8212157487869,894.3120410442352,-0.1024060770869255,505.9814304113388,790.3050330877304,-0.13905559480190277,492.5740510225296,720.1558402776718,-0.1705334186553955,480.1035225391388,658.0492670536041,-0.1933007538318634,577.2199630737305,904.600175857544,-0.10997910797595978,580.5479139089584,816.5400551557541,-0.17184516787528992,576.2749314308167,740.6917970180511,-0.22580526769161224,577.4749517440796,673.5613794326782,-0.26212918758392334,623.6891448497772,938.9258431196213,-0.11829507350921631,597.8029668331146,944.4480724334717,-0.19557367265224457,582.4990421533585,999.5178604125977,-0.22661374509334564,577.2740542888641,1043.9310522079468,-0.2443021833896637
W,1510.6130440235138,2527.2606868743896,3.9284765307456837e-07,1356.2455022335052,2427.032898902893,-0.05033351108431816,1276.6859443187714,2212.903525352478,-0.06604808568954468,1418.104174375534,2090.8008241653442,-0.0762929618358612,1589.7821073532104,2088.8843183517456,-0.08949581533670425,1364.1615679264069,1894.8361854553223,-0.03439024090766907,1291.6234273910522,1640.952904701233,-0.058763906359672546,1257.0289006233215,1481.7071170806885,-0.08273029327392578,1233.036111831665,1337.2992792129517,-0.10405424982309341,1503.5271391868591,1879.3376998901367,-0.043508753180503845,1478.6192042827606,1580.8413820266724,-0.06787945330142975,1473.0485243797302,1398.4591836929321,-0.0923905000090599,1474.087924003601,1244.1930561065674,-0.10848932713270187,1627.6221957206726,1931.0899591445923,-0.059819672256708145,1667.811930656433,1656.5092754364014,-0.10403364151716232,1670.6094195842743,1488.5515394210815,-0.14029395580291748,1680.885035276413,1339.9564695358276,-0.16237899661064148,1748.1998069286346,2043.31640625,-0.079811230301857,1763.2492218017578,1855.7621603012085,-0.124686099588871,1714.845972776413,1937.8368825912476,-0.1280934363603592,1680.625242948532,2056.599901199341,-0.12709768116474152
W,2550.265803337097,2403.1080226898193,9.789907551294164e-08,2475.415778160095,2392.3266820907593,-0.018687648698687553,2466.0400915145874,2408.367139816284,-0.03362295404076576,2530.0888109207153,2447.5780115127563,-0.043918389827013016,2582.8514099121094,2471.9766731262207,-0.05547930300235748,2437.6387310028076,2335.6936054229736,-0.052437663078308105,2417.60995388031,2251.0493593215942,-0.07061835378408432,2401.9538068771362,2165.927809715271,-0.08322838693857193,2395.0475692749023,2077.4380474090576,-0.09298539161682129,2540.6543111801147,2339.739022254944,-0.052512720227241516,2539.3313455581665,2200.509865760803,-0.064337357878685,2553.8925218582153,2095.338559150696,-0.07405604422092438,2572.37238407135,1995.0461320877075,-0.08415596187114716,2638.7951517105103,2372.636595726013,-0.05165022611618042,2674.1925716400146,2306.488299369812,-0.06937375664710999,2722.45943069458,2213.432927131653,-0.08530545234680176,2772.680983543396,2123.680555343628,-0.09726669639348984,2719.4246435165405,2418.3839921951294,-0.05018062889575958,2726.212978363037,2443.400414466858,-0.06377381831407547,2704.102306365967,2476.6742124557495,-0.06695746630430222,2698.7884998321533,2502.680606842041,-0.07052085548639297
W,1184.3171424865723,2518.673629760742,6.854707521597447e-07,952.3924105167389,2439.2900161743164,-0.06934446841478348,786.391453742981,2211.504192352295,-0.08939597010612488,907.0380381345749,2010.9321556091309,-0.1011517196893692,1116.545681476593,1887.7910385131836,-0.11473767459392548,760.784743309021,1814.9402046203613,-0.024167392402887344,645.6195502281189,1548.6158638000488,-0.04546845331788063,592.3186733722687,1366.4232158660889,-0.06752998381853104,547.7134323120117,1208.8233833312988,-0.09218809753656387,945.7860910892487,1747.7132148742676,-0.03173259645700455,909.7037987709045,1425.2607421875,-0.04724370315670967,905.1250748634338,1219.586935043335,-0.07397974282503128,905.5170679092407,1055.5022792816162,-0.09706676006317139,1120.4284043312073,1779.405532836914,-0.051558397710323334,1130.3722457885742,1493.228868484497,-0.10863597691059113,1132.2931430339813,1291.6063613891602,-0.1712033897638321,1151.6994252204895,1111.919511795044,-0.2170107662677765,1293.5255076885223,1877.5987815856934,-0.07520724087953568,1195.0015246868134,1827.4145278930664,-0.1629224568605423,1137.8426570892334,1991.4700012207031,-0.19960208237171173,1122.2621920108795,2139.1360359191895,-0.22111666202545166
W,1215.1306867599487,2256.918251514435,1.1073336736444617e-06,1017.502173781395,2162.6663208007812,-0.1519659459590912,960.6241434812546,1941.307783126831,-0.21703790128231049,1211.4939838647842,1753.3670365810394,-0.252309650182724,1463.6611938476562,1568.3621168136597,-0.2838509976863861,932.1614354848862,1424.4478940963745,-0.1648244708776474,811.4123344421387,1074.5877027511597,-0.2344333529472351,724.2417335510254,829.995721578598,-0.28557735681533813,660.1325422525406,590.5546247959137,-0.3257599174976349,1175.6149679422379,1361.7630302906036,-0.14378005266189575,1176.1707067489624,890.3934061527252,-0.20820456743240356,1191.1993473768234,596.8230962753296,-0.261317640542984,1188.5306239128113,332.75194466114044,-0.298556387424469,1371.5298473834991,1414.150595664978,-0.13711409270763397,1502.380520105362,1115.2858287096024,-0.23368830978870392,1599.0270674228668,915.0370955467224,-0.3063724637031555,1663.7690365314484,693.2670623064041,-0.34961721301078796,1557.922214269638,1563.9735758304596,-0.13968384265899658,1570.2638030052185,1418.662816286087,-0.23218606412410736,1503.9646625518799,1598.0181097984314,-0.2619943916797638,1424.6609807014465,1781.6531658172607,-0.2776760756969452
W,894.9421644210815,1586.9410037994385,2.2435307300838758e-07,767.1144008636475,1434.9746704101562,-0.0453079529106617,767.3431038856506,1203.1009197235107,-0.05577963963150978,966.7134881019592,1102.9300689697266,-0.06089315935969353,1156.430959701538,1111.6794347763062,-0.0673777386546135,856.0650944709778,966.1145210266113,-0.013629675842821598,773.2592821121216,727.4474501609802,-0.031162386760115623,736.6140484809875,577.927827835083,-0.05002433434128761,716.8978452682495,446.52044773101807,-0.06857965141534805,1007.7313184738159,968.2722687721252,-0.020578263327479362,1016.120433807373,686.0730051994324,-0.03813963383436203,1037.3663902282715,504.5207738876343,-0.06144844740629196,1067.11745262146,358.18207263946533,-0.07807890325784683,1126.2210607528687,1043.8783168792725,-0.03539277985692024,1231.0043573379517,816.6704773902893,-0.08040941506624222,1292.2651767730713,651.2517929077148,-0.1268276870250702,1360.363245010376,509.6571445465088,-0.1563921719789505,1222.3126888275146,1177.978515625,-0.05197431519627571,1216.7563438415527,1052.554965019226,-0.1063464879989624,1120.7555532455444,1113.0062341690063,-0.12289469689130783,1049.4987964630127,1196.684718132019,-0.13046495616436005
W,1213.7607485055923,2260.836660861969,9.351654739475634e-07,1028.4283012151718,2157.275229692459,-0.12839563190937042,964.8814797401428,1934.327781200409,-0.18572497367858887,1225.6494909524918,1750.3465712070465,-0.21770033240318298,1479.3318510055542,1574.8968720436096,-0.2457040399312973,953.4073621034622,1415.3185486793518,-0.15017884969711304,851.8621325492859,1064.5149648189545,-0.2159736603498459,780.3308218717575,824.6457576751709,-0.26206058263778687,721.4933633804321,588.7968093156815,-0.29835501313209534,1196.9159543514252,1351.1928915977478,-0.14004574716091156,1206.275299191475,873.9924430847168,-0.20643296837806702,1228.194683790207,583.6598575115204,-0.2559620440006256,1223.139837384224,313.22479248046875,-0.2889898121356964,1391.4638757705688,1403.462141752243,-0.14157387614250183,1519.9150145053864,1104.45074737072,-0.23374800384044647,1624.5530545711517,904.0375053882599,-0.2962961196899414,1688.7281835079193,672.0459461212158,-0.3319755494594574,1572.732925415039,1569.313257932663,-0.15051890909671783,1592.2698378562927,1406.0063660144806,-0.2285746932029724,1522.355079650879,1573.110669851303,-0.24497774243354797,1435.4245364665985,1747.6703226566315,-0.2523994445800781
W,793.165385723114,1915.5466556549072,7.619097459610202e-07,659.6257090568542,1797.9202270507812,-0.11035192012786865,649.7509479522705,1584.888219833374,-0.14906586706638336,858.8194251060486,1422.9798316955566,-0.16731421649456024,1062.2706413269043,1293.2157516479492,-0.18118493258953094,632.4977278709412,1182.862639427185,-0.08705025166273117,611.9924783706665,869.5082664489746,-0.1309850960969925,602.0853519439697,668.3462262153625,-0.16644391417503357,591.984748840332,490.31877517700195,-0.1943558156490326,809.2253804206848,1162.1304750442505,-0.07452602684497833,841.6367769241333,799.8826503753662,-0.12013678252696991,879.9712657928467,574.8884081840515,-0.1608438342809677,895.7209587097168,377.4572014808655,-0.186143159866333,954.8823833465576,1217.125654220581,-0.07437030971050262,1064.2633438110352,963.590681552887,-0.14705674350261688,1146.676778793335,791.206955909729,-0.20328693091869354,1205.3096294403076,612.5551462173462,-0.23565033078193665,1085.5278968811035,1351.69517993927,-0.08125698566436768,1129.0587186813354,1232.6242923736572,-0.1515665501356125,1079.8609256744385,1359.1002225875854,-0.1667236089706421,1030.4059982299805,1497.374415397644,-0.17070943117141724
W,612.6567721366882,1759.450078010559,1.0831660119947628e-06,464.72299098968506,1661.217451095581,-0.16748958826065063,488.37563395500183,1425.8794784545898,-0.21537604928016663,763.3578777313232,1266.3910388946533,-0.22551031410694122,978.0066013336182,1112.2863292694092,-0.23009540140628815,417.67531633377075,980.0670742988586,-0.13769404590129852,317.52118468284607,642.3901915550232,-0.19543126225471497,239.6981716156006,395.172119140625,-0.2420591115951538,183.65126848220825,192.69037246704102,-0.27570268511772156,610.1199984550476,966.8910503387451,-0.09305152297019958,619.7866201400757,597.0945358276367,-0.12755802273750305,642.4716114997864,354.947030544281,-0.1630171537399292,663.2007956504822,164.14916515350342,-0.18739336729049683,767.353892326355,1039.5184755325317,-0.06765405088663101,896.933913230896,746.8428015708923,-0.1408298760652542,976.4475226402283,536.1119508743286,-0.2121097892522812,1043.4174537658691,322.6221203804016,-0.2582944929599762,889.5090222358704,1190.9083127975464,-0.053968723863363266,938.491702079773,1124.053955078125,-0.1464107632637024,888.1848454475403,1299.5414733886719,-0.18167179822921753,843.471109867096,1461.4465236663818,-0.19862894713878632
